ticker,rows,headline_days,date_min,date_max,dev_rows,dev_headline_days
CLTX,30,16,2014-01-30,2015-09-21,30,16
KYE,30,28,2010-03-29,2018-07-31,29,27
MZOR,30,28,2013-10-29,2018-11-19,30,28
UNF,30,15,2019-06-26,2020-04-02,19,12
BAGR,30,26,2013-05-07,2015-11-05,30,26
DEX,30,30,2015-08-20,2020-03-19,29,29
SEAS,30,16,2020-04-22,2020-06-11,0,0
DGAS,30,25,2009-09-25,2017-06-13,27,22
SDPI,30,25,2018-10-11,2020-05-08,26,22
AEC,30,23,2014-02-04,2015-06-08,30,23
PCN,30,28,2010-05-10,2020-03-19,24,22
PDT,30,23,2009-06-09,2020-03-19,9,9
CARO,30,18,2019-10-10,2020-03-23,26,14
VEA,30,30,2009-11-06,2020-01-05,27,27
ORAN,30,30,2013-07-25,2020-03-25,29,29
EWV,30,28,2011-03-22,2013-04-10,30,28
NTG,30,27,2010-09-27,2020-06-08,15,14
NGE,30,30,2013-04-04,2019-08-23,30,30
AMSC,30,22,2019-08-06,2020-06-03,24,17
AND,30,30,2011-03-15,2016-09-09,30,30
CRT,30,29,2009-11-12,2020-03-19,24,23
CHRW,30,18,2020-03-12,2020-06-05,0,0
IDU,30,29,2009-10-26,2016-08-18,25,24
ANGO,30,20,2020-02-06,2020-04-08,7,7
NKX,30,30,2014-01-14,2020-03-19,28,28
SA,30,28,2019-10-11,2020-05-28,15,15
CARB,30,15,2019-08-16,2019-12-19,30,15
SAIC,30,19,2020-03-09,2020-06-04,0,0
ICF,30,30,2009-08-12,2017-01-30,18,18
DON,30,30,2009-08-07,2019-07-01,27,27
RCPI,29,20,2014-09-12,2016-02-03,29,20
BDL,29,28,2010-12-29,2020-02-11,27,26
NXJ,29,29,2014-11-05,2020-03-19,27,27
IROQ,29,29,2012-09-12,2020-04-29,28,28
MCOX,29,21,2010-11-30,2016-04-12,25,18
SMBC,29,27,2014-02-25,2020-05-14,24,23
ISRL,29,26,2010-07-01,2019-10-10,28,25
MRVC,29,26,2011-08-10,2017-08-02,29,26
IFMI,29,25,2011-06-20,2017-08-03,29,25
WVVI,29,29,2011-08-16,2020-03-04,26,26
RPT,29,25,2019-07-31,2020-06-11,10,9
FPX,29,29,2010-03-25,2019-06-25,25,25
OIBR,29,22,2012-08-16,2020-04-24,28,21
LSBK,29,28,2011-03-03,2020-04-24,27,26
TSBK,29,27,2010-07-30,2020-05-26,25,23
QCLN,29,29,2010-01-26,2019-10-22,26,26
MNA,29,28,2010-03-23,2019-04-20,18,18
NAZ,29,26,2011-12-12,2020-03-19,27,24
KNOW,29,29,2012-01-10,2018-08-09,29,29
HILO,28,26,2011-08-04,2017-08-08,28,26
DXM,28,21,2013-05-08,2016-01-05,28,21
KFFB,28,26,2010-11-02,2020-05-04,26,24
BSMX,28,27,2012-11-05,2020-04-29,25,24
PBHC,28,27,2010-09-28,2020-03-23,25,24
IWD,28,27,2009-12-11,2020-01-22,23,22
SGB,28,26,2012-01-03,2019-10-22,28,26
SFN,28,19,2010-06-28,2011-08-22,18,10
OPOF,28,28,2010-12-28,2020-04-30,24,24
REM,28,26,2010-03-25,2019-12-10,27,25
HFFC,28,18,2009-11-20,2016-05-17,25,16
CZFC,28,26,2010-10-21,2019-04-18,26,24
AQQ,28,27,2010-11-23,2015-02-19,27,26
FRA,28,28,2009-08-10,2020-03-19,24,24
CUT,28,27,2009-08-10,2017-09-11,17,17
DSM,28,26,2009-08-17,2020-03-19,9,9
PJP,28,27,2009-12-10,2018-05-11,26,25
ATRM,28,20,2010-02-18,2018-09-10,24,16
DGICB,27,21,2011-04-21,2019-02-08,27,21
SIM,27,27,2009-08-17,2019-04-30,19,19
ANGL,27,27,2012-04-30,2019-10-29,27,27
SCC,27,27,2010-08-31,2013-08-28,21,21
EMD,27,27,2009-08-07,2020-03-19,19,19
WNRL,27,22,2013-10-02,2017-10-30,27,22
DDF,27,27,2014-06-19,2020-02-28,26,26
SPHB,27,26,2011-05-12,2019-04-25,27,26
AWF,27,27,2010-01-30,2020-03-19,22,22
GRX,27,27,2009-12-28,2020-03-12,25,25
AOD,27,27,2011-07-13,2020-03-19,23,23
SGBK,27,23,2014-05-27,2017-09-25,27,23
TECL,27,27,2015-08-28,2020-05-27,26,26
YANG,27,27,2012-05-04,2020-05-21,25,25
XPH,27,26,2009-12-10,2019-09-25,21,21
SENEB,27,25,2013-06-05,2020-02-06,27,25
MNRK,27,23,2009-09-30,2016-05-17,25,21
MMAC,27,22,2015-05-26,2020-03-19,24,19
BRID,27,23,2010-05-19,2020-02-28,22,18
PHK,27,26,2009-09-08,2020-03-19,14,13
LMLP,27,17,2011-02-10,2013-01-11,26,16
PPR,27,27,2009-08-12,2020-03-19,18,18
CBF,27,20,2012-10-15,2017-10-19,27,20
CHN,27,26,2010-09-13,2020-03-12,23,22
IYK,27,25,2010-10-01,2016-04-21,21,20
BOXC,27,18,2012-09-11,2017-06-28,27,18
PMO,27,27,2009-08-10,2020-03-19,12,12
CEM,26,24,2010-11-12,2020-03-12,19,17
AFT,26,24,2012-08-06,2020-03-19,23,21
IYM,26,25,2009-11-09,2017-02-02,17,17
CVSL,26,22,2013-04-12,2016-01-28,26,22
RTGN,26,20,2013-08-08,2015-06-16,26,20
RVT,26,25,2010-03-19,2020-03-12,20,19
FRPH,26,23,2014-12-30,2020-05-06,21,18
BRAQ,26,26,2010-07-29,2013-09-18,17,17
IDV,26,25,2010-12-13,2016-05-16,23,22
SQBK,26,19,2014-03-25,2015-08-26,26,19
FRAK,26,24,2012-02-14,2019-04-15,26,24
JDST,26,25,2013-10-26,2020-03-27,24,23
IWO,26,25,2009-12-08,2019-03-19,20,19
HQL,26,26,2010-10-01,2020-03-12,20,20
CSD,26,26,2009-08-10,2017-09-20,16,16
BNSO,26,21,2010-11-05,2018-06-28,23,18
SBI,26,25,2009-08-18,2020-03-23,22,21
HYT,26,24,2013-03-08,2020-03-19,24,22
SCX,26,24,2011-03-04,2020-05-01,22,20
TTP,26,24,2011-10-27,2020-06-08,13,11
JDD,26,26,2018-07-24,2020-03-19,23,23
TECS,26,26,2015-08-28,2020-03-23,25,25
FNRG,26,19,2014-03-26,2019-12-16,26,19
ICN,26,26,2009-10-29,2016-02-16,19,19
BSF,26,22,2014-07-03,2018-04-02,26,22
XPP,26,26,2009-09-03,2017-05-22,11,11
NAN,26,24,2013-03-25,2020-03-19,22,20
BKYF,26,23,2009-08-16,2014-09-08,20,18
FXCB,26,19,2010-10-18,2016-04-27,25,18
GAB,25,24,2011-02-17,2020-03-24,20,19
VSCP,25,21,2010-10-01,2016-03-28,22,18
FSFG,25,23,2014-04-23,2020-03-23,24,22
LDP,25,25,2018-08-08,2020-03-12,24,24
EMHY,25,24,2012-05-31,2015-08-27,25,24
QAI,25,25,2009-09-14,2019-04-20,18,18
OHAI,25,23,2015-03-12,2019-11-12,25,23
GDV,25,25,2010-02-23,2020-03-12,20,20
FWM,25,15,2013-04-04,2014-11-07,25,15
SOR,25,24,2010-10-15,2020-03-12,22,21
GNI,25,23,2009-11-30,2016-05-20,12,12
ISD,25,25,2017-03-28,2020-03-19,22,22
PMR,25,24,2010-03-24,2020-01-13,23,22
EFAV,25,24,2011-10-19,2019-09-06,25,24
NFO,25,25,2010-01-17,2013-07-20,22,22
MSC,25,23,2018-10-15,2020-05-14,17,16
PHIIK,25,24,2012-12-20,2019-03-15,25,24
SJNK,25,24,2012-04-30,2018-02-14,25,24
MOG,25,20,2011-05-02,2019-01-25,25,20
NCFT,25,14,2012-04-27,2015-05-06,25,14
BNY,24,22,2009-08-17,2020-03-19,17,15
AXLL,24,23,2013-02-28,2016-03-10,24,23
HVB,24,20,2011-07-21,2015-06-29,24,20
HYI,24,24,2010-10-27,2020-03-12,21,21
SBR,24,24,2009-08-07,2020-03-12,16,16
OFED,24,22,2014-02-27,2020-04-24,20,18
OAKS,24,17,2013-04-16,2018-05-10,24,17
NZF,24,24,2010-12-21,2020-03-19,21,21
AWP,24,24,2010-04-20,2020-05-21,19,19
CURE,24,24,2012-05-02,2020-04-28,23,23
DBV,24,24,2009-11-27,2018-10-22,15,15
LEO,24,24,2009-12-07,2020-03-19,18,18
SRTY,24,24,2010-11-02,2013-01-30,19,19
RUSHB,24,24,2011-05-17,2020-04-13,20,20
GLRI,24,21,2014-07-17,2019-12-23,24,21
ARCX,24,24,2013-11-05,2017-12-18,24,24
PW,24,19,2010-06-15,2020-05-27,14,9
COVR,24,22,2011-05-23,2015-06-22,24,22
SVXY,24,15,2012-05-02,2020-04-19,23,14
KXI,24,24,2011-03-14,2018-03-29,24,24
SWZ,24,22,2011-07-01,2020-01-24,24,22
USBI,24,21,2009-10-01,2016-10-10,19,16
SBY,24,16,2012-12-04,2017-02-28,24,16
DSU,24,24,2009-08-13,2020-03-19,21,21
EGI,24,20,2010-03-02,2019-09-09,19,15
CNYD,24,19,2011-08-10,2016-03-10,24,19
ETG,24,24,2010-03-25,2020-03-23,20,20
NNC,24,22,2009-08-10,2019-08-07,22,21
BGH,24,23,2010-02-08,2020-03-19,11,11
NDP,24,22,2012-09-05,2020-06-08,13,12
CVY,23,23,2010-03-25,2016-01-06,18,18
RIVR,23,17,2010-10-26,2016-02-05,22,16
CIX,23,21,2011-04-08,2020-05-05,20,19
UCBA,23,18,2011-02-02,2018-07-24,22,17
THTI,23,18,2010-11-15,2020-02-28,21,16
REMY,23,15,2013-06-10,2015-10-14,23,15
BGT,23,23,2010-06-03,2020-03-19,20,20
LARK,23,23,2011-05-08,2020-06-08,19,19
BLW,23,23,2010-06-04,2020-03-19,20,20
NMY,23,23,2018-09-13,2020-03-19,21,21
JXSB,23,21,2010-09-21,2018-05-22,21,19
DEJ,23,23,2010-09-13,2015-05-07,12,12
CMGE,23,19,2012-10-04,2014-11-25,23,19
KBWB,23,22,2012-01-12,2020-01-13,23,22
EFT,23,21,2010-07-01,2020-03-19,17,15
VSCI,23,18,2011-05-23,2015-03-30,23,18
FDD,23,22,2009-11-04,2013-08-27,16,15
ANCI,23,21,2009-11-20,2016-03-04,18,16
EOD,23,21,2010-11-19,2020-03-19,15,15
BBLU,23,22,2014-09-03,2016-01-13,23,22
DJCO,23,21,2010-01-19,2020-03-12,20,18
TDIV,23,23,2012-08-17,2016-07-13,23,23
BOTJ,23,22,2012-10-26,2019-11-22,23,22
KIO,23,23,2017-12-19,2020-04-08,18,18
HTY,23,23,2010-09-02,2020-03-23,19,19
JAXB,23,17,2010-05-10,2016-06-23,18,12
MLPA,23,23,2012-04-23,2018-01-11,23,23
GHY,23,23,2015-12-04,2020-03-19,21,21
GLDC,23,15,2010-07-22,2016-07-19,19,12
MGU,23,23,2010-09-09,2020-03-19,18,18
MCR,23,22,2009-08-13,2020-03-19,11,11
BFZ,23,23,2018-07-31,2020-03-19,21,21
FCA,23,22,2011-04-27,2019-09-27,23,22
IAT,23,23,2010-01-07,2018-05-17,16,16
NFJ,23,23,2009-11-19,2020-03-23,16,16
OVLY,22,22,2009-07-27,2020-04-22,19,19
CII,22,22,2009-08-13,2020-03-12,19,19
ERB,22,19,2012-10-04,2016-09-29,22,19
PCO,22,15,2011-10-06,2017-07-12,22,15
MHN,22,21,2009-08-13,2020-03-12,20,19
AGD,22,22,2009-08-12,2020-03-19,19,19
EFZ,22,22,2009-10-29,2013-02-26,17,17
LBMH,22,13,2013-12-24,2016-01-07,22,13
IYG,22,21,2009-11-19,2018-01-26,14,13
PFBX,22,20,2011-12-28,2019-06-27,22,20
ELSE,22,22,2010-03-31,2020-05-11,15,15
GMZ,22,22,2015-08-04,2020-06-08,6,6
CWB,22,21,2010-01-29,2019-03-29,14,13
ERS,22,17,2014-07-02,2017-03-31,22,17
RUK,22,20,2009-11-04,2015-07-01,17,15
PKB,22,22,2009-11-28,2017-03-03,15,15
PXE,22,21,2010-01-21,2020-02-27,20,19
OPWR,22,9,2014-04-29,2016-05-03,22,9
AXPW,22,13,2013-11-15,2015-10-07,22,13
QEPM,22,16,2013-08-09,2015-07-21,22,16
PRF,22,21,2010-06-28,2017-07-24,17,17
AIF,22,22,2017-12-12,2020-03-19,19,19
JMI,22,16,2012-10-29,2016-03-03,22,16
BWG,22,22,2012-03-28,2020-03-12,21,21
YINN,22,21,2012-03-14,2020-05-21,19,18
JHI,22,22,2011-10-12,2020-03-19,19,19
QUAL,22,22,2013-09-12,2020-02-04,22,22
JPC,22,22,2011-01-24,2020-03-19,18,18
SKOR,22,20,2011-03-24,2019-03-25,22,20
ACNB,22,22,2013-05-09,2020-04-29,19,19
JPS,22,22,2009-08-17,2020-03-19,19,19
SNFCA,22,21,2010-05-25,2020-06-08,18,17
OCIR,22,19,2013-09-03,2015-11-05,22,19
BHK,22,22,2018-09-21,2020-03-19,20,20
DFJ,22,22,2009-08-18,2018-01-04,16,16
GCC,22,22,2009-08-10,2018-03-07,13,13
PSLV,22,22,2011-03-11,2019-08-14,22,22
CRED,22,19,2011-01-11,2017-04-21,21,18
IVE,22,22,2010-02-08,2018-12-18,21,21
SCHF,22,22,2009-11-04,2019-11-18,17,17
SHOS,22,17,2013-03-12,2019-10-09,22,17
JGH,21,21,2018-10-08,2020-03-19,19,19
PEY,21,21,2009-08-12,2017-08-01,14,14
GER,21,20,2014-10-20,2020-06-08,8,7
MUS,21,21,2010-03-31,2020-03-19,18,18
IAK,21,21,2009-11-03,2020-03-04,17,17
SIXD,21,17,2015-03-23,2016-03-15,21,17
WRN,21,20,2011-09-07,2020-06-08,18,17
MYJ,21,21,2011-10-17,2020-03-19,19,19
JPI,21,21,2018-09-13,2020-03-19,19,19
ACP,21,21,2010-12-01,2020-03-19,18,18
HAP,21,20,2009-11-04,2012-10-26,13,13
EFF,21,21,2018-08-27,2020-03-19,20,20
PHT,21,21,2010-08-04,2020-03-19,18,18
PGX,21,20,2009-11-06,2016-03-16,15,14
PULB,21,21,2010-09-15,2016-03-30,19,19
BFK,21,21,2015-12-19,2020-03-19,19,19
RGDO,21,16,2013-04-29,2014-11-05,21,16
CHW,21,21,2011-02-07,2020-03-12,17,17
EOS,21,21,2009-08-23,2020-03-12,18,18
BCA,21,19,2010-04-22,2016-03-15,19,17
MBB,21,21,2010-03-29,2019-12-05,17,17
FFC,21,21,2011-12-12,2020-03-19,19,19
IOT,21,20,2009-08-18,2019-11-11,15,14
NMT,21,21,2016-08-15,2020-03-19,20,20
NXP,21,19,2011-09-08,2020-03-19,18,17
ONFC,21,18,2010-06-25,2015-12-07,17,14
DNO,21,19,2009-09-24,2014-10-20,12,12
NVG,21,21,2018-09-13,2020-03-19,19,19
FEN,21,21,2009-12-29,2018-11-21,16,16
THM,21,21,2010-01-04,2018-03-14,14,14
AFB,21,21,2010-10-13,2020-03-19,16,16
VGI,21,21,2015-01-02,2020-03-19,19,19
UAMY,21,20,2012-06-26,2018-09-25,21,20
IGR,21,21,2011-04-12,2020-05-21,17,17
FXD,21,21,2010-07-20,2016-11-11,20,20
DAKP,21,19,2014-08-11,2016-06-30,21,19
DVYE,20,20,2012-03-07,2016-10-25,20,20
WFBI,20,17,2014-11-18,2017-10-19,20,17
IYC,20,20,2009-11-02,2019-08-06,12,12
ITM,20,20,2009-12-01,2019-05-17,11,11
FBZ,20,20,2011-04-25,2016-10-07,20,20
ICLN,20,20,2009-10-29,2020-03-04,12,12
SPXS,20,20,2013-07-24,2020-04-19,18,18
MYI,20,20,2018-09-10,2020-03-19,17,17
FMN,20,20,2010-11-12,2020-03-12,16,16
FXH,20,20,2011-07-13,2019-05-31,20,20
PPHMP,20,17,2014-12-10,2017-11-28,20,17
BTT,20,20,2018-09-17,2020-03-12,17,17
SCHB,20,19,2009-11-04,2019-04-09,13,13
NOBL,20,20,2013-10-28,2019-12-30,20,20
XES,20,20,2009-11-23,2018-09-19,13,13
IGV,20,20,2009-12-10,2020-06-01,12,12
FXO,20,20,2010-09-03,2019-12-20,18,18
USDU,20,20,2015-01-28,2019-05-30,20,20
BGY,20,19,2012-03-07,2020-03-19,16,15
MIY,20,20,2018-07-27,2020-03-12,19,19
CBNJ,20,20,2011-04-14,2016-01-29,20,20
STRN,20,12,2009-08-14,2015-10-28,19,11
MTR,20,19,2011-03-10,2020-01-22,20,19
BZC,20,19,2010-10-29,2015-12-08,18,17
CRVP,20,18,2011-07-08,2018-02-12,20,18
IHY,20,17,2012-04-03,2013-04-16,20,17
IWB,20,19,2010-02-08,2019-11-15,17,16
MELR,19,17,2014-10-22,2020-03-16,10,8
NSL,19,19,2009-12-23,2020-03-19,14,14
EVN,19,19,2011-04-13,2020-03-19,17,17
BIND,19,14,2013-09-20,2016-04-07,19,14
HQH,19,19,2010-10-01,2020-05-26,15,15
CNY,19,19,2009-12-14,2019-08-05,13,13
VGM,19,19,2009-08-17,2020-03-19,14,14
ZTR,19,15,2009-08-10,2020-03-19,11,7
HYB,19,19,2012-10-11,2020-03-19,17,17
FCT,19,19,2011-08-31,2020-03-12,18,18
EXG,19,16,2009-08-18,2020-03-12,14,12
ZA,19,16,2011-03-28,2015-08-31,19,16
FEI,19,19,2014-12-22,2020-03-12,16,16
IWC,19,19,2010-01-10,2019-12-02,15,15
EHI,19,19,2011-08-05,2020-03-19,17,17
EFR,19,19,2011-04-05,2020-03-19,15,15
ETY,19,19,2017-06-26,2020-03-12,17,17
MMT,19,19,2009-08-17,2020-03-19,16,16
PDI,19,19,2012-11-20,2020-03-19,15,15
IEFA,19,19,2012-12-06,2020-03-18,18,18
FV,19,19,2014-07-23,2019-10-28,19,19
UBOH,19,15,2010-07-22,2019-04-22,17,14
WAYN,19,17,2010-10-05,2020-01-28,17,15
SSRG,19,12,2015-01-09,2016-05-05,19,12
NMI,19,19,2009-08-18,2018-10-08,15,15
FPF,19,18,2015-07-15,2020-03-19,17,16
PHD,19,19,2010-08-04,2020-03-19,15,15
TY,19,18,2010-09-03,2020-03-12,15,14
PIO,19,19,2009-11-12,2019-11-13,13,13
NMS,19,19,2018-07-25,2019-02-14,19,19
JRI,19,19,2018-10-08,2020-03-19,16,16
CZNC,19,19,2009-11-27,2020-03-23,14,14
FMO,18,18,2009-08-12,2020-03-12,8,8
BOS,18,14,2009-08-12,2013-09-17,15,11
MVO,18,15,2010-09-10,2020-01-22,16,14
MMU,18,18,2018-09-17,2020-03-19,15,15
IAE,18,18,2009-08-18,2020-03-19,13,13
ASBI,18,15,2010-09-27,2015-10-22,15,12
FFA,18,18,2009-08-12,2020-03-12,15,15
ASPX,18,12,2014-02-05,2015-03-31,18,12
EVG,18,17,2009-08-07,2020-03-19,9,9
SCHD,18,18,2012-07-25,2018-10-15,18,18
ETV,18,17,2009-08-10,2020-03-23,11,11
MUC,18,18,2011-11-03,2020-03-12,17,17
XPL,18,18,2010-06-17,2019-12-06,13,13
GK,18,17,2013-01-29,2017-03-20,18,17
STK,18,18,2017-03-01,2020-03-19,16,16
EIM,18,18,2009-08-10,2018-10-30,15,15
BSD,18,18,2010-05-05,2020-03-19,13,13
JFR,18,18,2014-04-14,2020-03-19,15,15
VCO,18,16,2010-03-30,2018-06-22,15,13
ABCW,18,15,2009-12-02,2016-01-29,14,11
PBE,18,18,2010-03-09,2017-10-06,15,15
OIA,18,17,2016-11-14,2020-03-19,16,15
NUO,18,18,2010-03-29,2020-03-19,15,15
MBRG,18,16,2010-10-28,2017-03-15,16,14
ESMC,18,16,2011-05-05,2016-07-12,18,16
CHYR,18,15,2010-11-04,2015-01-06,17,14
EFNL,18,17,2012-04-04,2019-12-09,18,17
AVK,18,18,2011-09-18,2020-05-12,14,14
MUH,18,18,2018-09-20,2020-03-19,15,15
COB,18,16,2014-04-14,2016-06-29,18,16
QQQE,18,17,2012-10-30,2020-05-12,17,16
RYT,18,18,2011-07-20,2019-02-21,18,18
INF,18,17,2009-12-11,2020-02-20,17,16
ROBO,18,18,2013-10-30,2020-05-14,17,17
IVW,18,17,2009-08-13,2020-02-07,14,14
SPHQ,17,17,2012-11-07,2019-01-07,17,17
GDO,17,17,2010-07-22,2020-03-19,14,14
ZIV,17,3,2011-07-05,2018-02-06,17,3
XBKS,17,17,2011-09-21,2017-11-14,17,17
HPI,17,17,2009-08-12,2020-03-19,11,11
QQQX,17,17,2018-09-13,2020-03-12,15,15
HCAC,17,15,2014-09-22,2020-03-12,16,14
SAJA,17,10,2014-10-16,2017-04-27,17,10
FXN,17,15,2010-10-25,2017-04-03,16,14
DFP,17,17,2018-10-04,2020-03-19,15,15
MFL,17,17,2018-09-10,2020-03-19,14,14
KIQ,17,14,2014-12-02,2020-05-07,16,13
NCZ,17,15,2009-12-23,2020-04-02,9,7
FCE,17,17,2011-03-31,2017-12-06,17,17
NMZ,17,17,2010-01-18,2020-03-19,14,14
MQT,17,17,2018-09-17,2020-03-19,14,14
DTF,17,17,2013-12-11,2020-03-19,14,14
DISCB,17,14,2009-08-13,2020-05-04,9,7
ROKA,17,14,2014-08-11,2017-12-20,17,14
GF,17,17,2009-08-17,2020-03-12,14,14
RCD,17,17,2011-03-30,2016-11-11,17,17
DBJP,17,17,2011-06-09,2016-07-20,17,17
BDMS,17,15,2010-09-09,2016-08-15,13,11
IYJ,17,16,2010-09-27,2016-07-27,12,12
CSRE,17,8,2012-07-23,2015-02-02,17,8
DDP,17,17,2011-05-25,2013-09-20,17,17
VO,16,16,2010-09-30,2019-11-13,13,13
ETO,16,15,2009-08-07,2020-03-12,10,10
IDLV,16,16,2012-02-23,2016-08-31,16,16
JCE,16,16,2018-08-03,2020-03-12,14,14
AXX,16,15,2012-03-09,2015-06-11,16,15
JYN,16,16,2011-03-04,2011-07-28,16,16
GUT,16,16,2011-05-19,2020-03-19,15,15
EMO,16,15,2011-06-10,2020-03-12,9,8
VLUE,16,16,2013-08-06,2020-02-11,16,16
RETL,16,16,2012-02-19,2020-05-26,15,15
TWN,16,16,2010-08-20,2020-03-23,12,12
IXJ,16,16,2011-05-20,2018-03-29,16,16
KCLI,16,16,2011-05-23,2019-11-19,16,16
SIBC,16,8,2012-07-05,2015-11-13,16,8
CSG,16,16,2013-05-21,2015-07-02,16,16
KTF,16,16,2016-09-21,2020-03-12,15,15
SRLN,16,15,2013-05-02,2018-03-23,16,15
EXE,16,15,2011-09-09,2014-10-24,16,15
IBCA,16,15,2009-10-19,2015-01-06,11,10
BGR,16,15,2018-09-13,2020-03-12,13,12
PFN,16,16,2010-05-27,2020-03-12,11,11
CIFC,16,10,2015-05-06,2016-11-03,16,10
PBSK,16,14,2013-10-21,2018-10-31,16,14
ARPI,16,14,2013-06-03,2015-12-04,16,14
FONE,16,16,2011-02-20,2019-05-29,14,14
FXZ,16,14,2010-07-14,2016-09-02,15,13
FVD,16,16,2010-12-06,2017-11-14,15,15
CNCO,16,11,2013-04-02,2016-12-01,16,11
BNDX,15,14,2013-07-29,2020-01-06,15,14
PWX,15,10,2012-02-15,2016-10-31,15,10
NUW,15,15,2018-07-31,2020-03-19,13,13
DWAS,15,15,2012-07-16,2020-04-27,14,14
EZM,15,14,2010-03-29,2018-07-27,13,12
BGB,15,15,2018-08-17,2020-03-19,12,12
CHII,15,14,2011-09-12,2019-11-06,15,14
HCT,15,10,2014-04-07,2014-12-15,15,10
CTR,15,15,2011-02-17,2020-03-12,8,8
EVT,15,14,2010-08-12,2020-03-19,11,11
QCCO,15,15,2011-05-23,2019-11-25,15,15
NBTF,15,12,2010-09-21,2015-02-18,12,9
CFNB,15,13,2010-10-20,2017-10-24,14,12
HBNK,15,12,2011-05-23,2014-11-04,15,12
NVSL,15,12,2011-05-13,2015-10-28,15,12
PCI,15,14,2014-12-22,2020-03-19,12,12
NOM,15,15,2018-08-02,2020-03-23,13,13
RPV,15,15,2011-03-22,2018-05-03,15,15
EDI,15,14,2018-08-16,2020-03-19,12,11
FLC,15,15,2011-12-12,2020-03-19,13,13
QQEW,15,13,2010-07-24,2015-11-04,14,12
NHS,15,15,2009-08-13,2018-11-21,13,13
IID,15,15,2018-08-16,2020-03-11,12,12
BIF,15,15,2009-08-18,2020-03-12,11,11
IJK,15,14,2009-11-03,2019-04-09,12,11
NCQ,15,15,2012-07-18,2016-08-18,15,15
NJV,15,14,2018-09-13,2019-02-14,15,14
GLV,15,15,2011-01-07,2018-12-17,14,14
NKG,15,13,2012-10-17,2020-01-31,15,13
MYN,15,14,2013-03-25,2020-03-12,14,13
GFY,15,15,2018-07-20,2020-03-19,14,14
CBDE,15,12,2014-08-01,2015-02-09,15,12
KBA,15,15,2015-03-13,2019-11-12,15,15
EQS,15,15,2010-11-26,2020-03-06,13,13
BIT,15,14,2015-06-17,2020-03-19,12,11
EOT,15,15,2011-03-04,2020-03-19,13,13
YDKN,15,12,2014-01-27,2016-09-14,15,12
GGN,15,15,2011-07-09,2018-10-30,15,15
WIW,15,15,2014-04-21,2020-03-19,10,10
BST,15,15,2018-07-25,2020-06-08,8,8
SEMI,14,12,2014-04-15,2016-08-18,14,12
WHZ,14,12,2012-05-02,2015-06-29,14,12
MARPS,14,14,2012-11-29,2020-05-01,10,10
MAYS,14,13,2011-01-18,2020-03-03,12,11
NIQ,14,14,2018-09-13,2020-01-31,14,14
VAW,14,13,2010-07-01,2020-02-12,12,11
BYBK,14,12,2014-12-05,2018-01-31,14,12
ACSF,14,12,2015-02-04,2018-05-10,14,12
ETW,14,14,2010-05-05,2020-03-12,9,9
MNP,14,14,2010-08-05,2020-03-19,11,11
HNW,14,14,2010-05-27,2018-12-19,12,12
IIM,14,14,2010-06-20,2020-03-19,10,10
JQC,14,13,2018-10-12,2020-03-19,9,8
IDXJ,14,14,2012-07-03,2013-09-09,14,14
IIF,14,14,2010-10-08,2020-03-23,10,10
GBAB,14,14,2010-10-27,2020-03-19,10,10
DOO,14,14,2010-03-29,2020-06-10,12,12
BWINA,14,14,2011-05-23,2018-06-11,14,14
NHTB,14,13,2010-10-11,2015-04-21,12,11
BLE,14,14,2018-09-18,2020-03-19,12,12
WGA,14,13,2009-11-17,2016-04-13,12,11
APF,14,14,2010-10-08,2019-03-22,13,13
XHE,14,13,2011-07-13,2018-07-24,14,13
IVH,14,14,2018-10-08,2020-03-19,11,11
DHF,14,14,2011-01-09,2020-03-19,10,10
SCU,14,14,2019-10-10,2020-05-08,9,9
SDP,14,14,2009-08-10,2013-09-18,9,9
PEOP,14,11,2011-07-20,2015-02-02,14,11
VTN,14,13,2013-03-25,2020-03-18,11,10
PXH,14,14,2010-10-27,2016-05-05,13,13
MFT,14,14,2009-11-11,2020-03-19,11,11
NRCIB,14,14,2014-02-18,2018-04-17,14,14
ISRA,14,10,2015-01-28,2019-10-04,14,10
PSCD,14,13,2011-07-11,2017-06-02,14,13
MOAT,14,14,2012-05-21,2018-11-01,14,14
ACWV,14,13,2011-10-19,2019-08-18,14,13
VBFC,14,12,2010-06-07,2020-03-19,12,10
FIF,14,14,2009-11-23,2020-03-12,9,9
SVBL,14,14,2011-11-28,2020-03-24,12,12
RBPAA,14,14,2009-08-14,2017-12-04,12,12
CEN,14,13,2015-03-20,2020-04-13,8,7
DSE,14,13,2014-06-26,2020-04-24,8,8
FNI,14,13,2009-10-29,2016-07-20,10,9
CRRS,14,14,2013-09-06,2015-02-27,14,14
EDEN,14,13,2009-08-13,2019-08-20,13,12
TYD,13,13,2010-09-20,2019-10-25,11,11
JTA,13,13,2017-06-26,2020-03-12,10,10
DXPS,13,13,2013-07-09,2017-04-20,13,13
GURU,13,13,2012-06-04,2017-05-09,13,13
SMM,13,12,2010-10-14,2020-05-07,8,8
PKO,13,13,2010-12-21,2020-03-19,8,8
FOF,13,13,2010-05-17,2020-03-19,9,9
FIW,13,13,2009-11-12,2016-09-23,10,10
ISDR,13,13,2010-11-08,2020-04-30,11,11
AMCO,13,13,2014-04-16,2016-07-18,13,13
GRN,13,13,2009-11-04,2017-09-20,11,11
